order_item_id,order_id,product_id,quantity,unit_price
272,1149,17,1,3961.33
273,1150,40,1,5930.5
274,1151,27,2,5167.74
275,1152,18,1,5509.03
276,1152,29,1,4913.02
277,1152,12,2,4082.85
278,1153,13,2,1726.64
279,1153,10,1,5712.1
280,1153,31,2,5679.38
281,1154,32,1,5172.24
282,1154,20,1,3574.18
283,1155,17,1,3961.33
284,1156,22,1,3026.6
285,1157,17,1,3961.33
286,1157,23,2,683.77
287,1158,37,1,5825.58
288,1159,19,1,1211.71
289,1159,23,1,683.77
290,1159,21,1,3863.49
291,1159,44,3,1247.36
292,1160,22,1,3026.6
293,1160,27,2,5167.74
294,1161,15,1,4574.17
295,1162,39,1,3160.39
296,1162,42,2,3324.17
297,1163,34,1,2810.73
298,1163,29,1,4407.47
299,1164,45,1,2266.41
300,1164,6,3,684.26
301,1164,14,1,385.36
302,1164,11,1,5997.5
303,1165,40,1,5930.5
304,1166,20,2,3574.18
305,1166,15,1,4574.17
306,1166,16,1,2902.43
307,1167,21,2,3863.49
308,1168,18,1,5509.03
309,1168,36,1,2041.15
310,1168,29,1,4531.13
311,1169,41,1,1961.52
312,1170,6,1,684.26
313,1170,29,1,211.75
314,1171,9,1,
315,1171,23,3,683.77
316,1171,19,1,
317,1172,19,1,1211.71
318,1173,13,2,1726.64
319,1173,27,1,5167.74
320,1174,25,1,2099.85
321,1174,15,1,4574.17
322,1175,45,1,2266.41
323,1175,44,1,1247.36
324,1175,18,1,5509.03
325,1175,19,1,1211.71
326,1176,45,1,2266.41
327,1176,40,1,5930.5
328,1177,7,1,5777.18
329,1178,1,1,620.58
330,1179,22,1,3026.6
331,1179,27,-1,5167.74
332,1180,22,1,3026.6
333,1180,6,1,684.26
334,1180,10,1,5712.1
335,1181,1,1,620.58
336,1181,8,1,5040.36
337,1181,16,1,2902.43
338,1182,43,-1,2567.5
339,1183,20,1,3574.18
340,1183,21,2,3863.49
341,1184,31,1,5679.38
342,1185,43,1,2567.5
343,1185,14,1,385.36
344,1185,8,1,5040.36
345,1186,3,1,2677.37
346,1187,10,2,5712.1
347,1187,24,1,2185.57
348,1188,41,1,2229.78
349,1189,7,1,5777.18
350,1189,9,1,3514.91
351,1190,29,2,274.91
352,1191,17,1,3961.33
353,1191,3,1,2677.37
354,1192,12,1,4082.85
355,1193,39,1,3160.39
356,1193,36,1,2041.15
357,1194,30,2,1836.07
358,1194,1,2,620.58
359,1195,24,1,2185.57
360,1195,40,1,5930.5
361,1196,34,1,2810.73
362,1197,19,1,1211.71
363,1198,34,1,2810.73
364,1199,12,1,4082.85
365,1199,3,1,2677.37
366,1199,13,1,1726.64
367,1199,7,2,5777.18
368,1200,39,2,
369,1201,42,2,3324.17
370,1201,32,1,5638.73
371,1201,6,1,684.26
372,1201,30,2,1836.07
373,1202,5,2,1614.65
374,1203,34,1,2810.73
375,1204,13,1,1726.64
376,1204,34,3,2810.73
377,1205,7,1,5777.18
378,1205,41,2,2648.39
379,1206,36,1,2041.15
380,1206,26,-1,4070.28
381,1206,33,1,3368.07
382,1207,21,1,3863.49
383,1207,24,1,2185.57
384,1207,27,1,5167.74
385,1207,41,3,1636.42
386,1208,26,1,4070.28
387,1209,2,1,383.19
388,1210,20,-1,3574.18
389,1211,45,2,2266.41
390,1212,37,1,5825.58
391,1212,10,1,5712.1
392,1213,16,2,2902.43
393,1213,15,1,4574.17
394,1213,17,2,3961.33
395,1214,12,2,4082.85
396,1214,32,1,3907.19
397,1214,45,2,2266.41
398,1215,22,1,3026.6
399,1215,23,2,683.77
400,1215,28,1,2079.35
401,1216,41,1,1932.98
402,1217,10,1,5712.1
403,1217,21,1,3863.49
404,1218,29,2,3515.24
405,1219,26,1,4070.28
406,1220,4,1,2035.58
407,1220,36,1,2041.15
408,1221,9,1,3514.91
409,1222,37,1,5825.58
410,1223,16,1,2902.43
411,1223,5,1,1614.65
412,1224,27,1,5167.74
413,1225,39,1,3160.39
414,1226,23,1,683.77
415,1227,10,1,5712.1
416,1228,44,1,1247.36
417,1229,8,3,5040.36
418,1229,4,2,2035.58
419,1229,16,1,2902.43
420,1230,29,1,2091.48
421,1231,35,1,1989.93
422,1232,10,1,
423,1232,45,1,2266.41
424,1233,11,1,5997.5
425,1234,18,1,5509.03
426,1234,4,1,2035.58
427,1235,43,2,
428,1235,24,2,2185.57
429,1236,25,1,2099.85
430,1237,32,1,3078.81
431,1237,39,3,
432,1237,35,1,1989.93
433,1237,6,1,684.26
434,1238,23,1,683.77
435,1239,33,1,3368.07
436,1240,25,2,2099.85
437,1241,36,3,2041.15
438,1242,26,1,4070.28
439,1243,44,1,1247.36
440,1244,16,1,2902.43
441,1245,39,1,3160.39
442,1246,9,1,3514.91
443,1247,9,1,3514.91
444,1248,9,-1,3514.91
445,1248,28,1,2079.35
446,1249,21,3,3863.49
447,1249,5,1,1614.65
448,1249,36,2,2041.15
449,1249,35,2,1989.93
450,1250,29,2,4956.94
451,1251,10,1,5712.1
452,1251,13,2,1726.64
453,1252,37,1,5825.58
454,1253,2,1,383.19
455,1254,33,1,3368.07
456,1254,39,1,3160.39
457,1255,11,1,5997.5
458,1255,13,3,1726.64
459,1256,15,1,4574.17
460,1256,43,-1,2567.5
461,1256,13,1,1726.64
462,1256,14,1,385.36
463,1257,3,1,2677.37
464,1258,26,3,4070.28
465,1258,40,1,5930.5
466,1259,3,1,2677.37
467,1259,34,2,2810.73
468,1260,35,1,1989.93
469,1261,34,3,2810.73
470,1261,41,1,5323.73
471,1262,11,1,5997.5
472,1263,34,3,2810.73
473,1264,6,1,684.26
474,1264,33,3,3368.07
475,1265,27,1,
476,1266,13,1,1726.64
477,1266,30,1,1836.07
478,1267,8,1,5040.36
479,1268,6,2,684.26
480,1268,34,3,2810.73
481,1269,36,1,2041.15
482,1270,37,2,5825.58
483,1270,43,2,2567.5
484,1270,10,1,5712.1
485,1270,11,1,5997.5
486,1271,9,3,
487,1272,1,2,620.58
488,1272,30,1,1836.07
489,1272,32,1,3594.84
490,1273,6,1,
491,1274,18,1,5509.03
492,1274,40,1,5930.5
493,1274,41,1,364.82
494,1275,39,1,3160.39
495,1275,20,1,3574.18
496,1276,19,1,1211.71
497,1277,36,3,2041.15
498,1277,12,1,4082.85
499,1278,21,2,3863.49
500,1278,24,2,2185.57
501,1278,25,1,2099.85
502,1279,22,1,3026.6
503,1279,34,1,2810.73
504,1279,27,2,5167.74
505,1280,31,1,5679.38
506,1280,45,1,2266.41
507,1280,39,1,3160.39
508,1280,19,1,1211.71
509,1281,32,2,1511.42
510,1281,12,1,4082.85
511,1282,8,2,5040.36
512,1282,14,1,385.36
513,1283,41,1,1326.94
514,1283,14,2,385.36
515,1284,21,1,3863.49
516,1284,1,1,620.58
517,1285,12,1,4082.85
518,1285,13,1,1726.64
519,1285,22,1,3026.6
520,1285,44,2,1247.36
521,1286,27,2,5167.74
522,1286,4,2,2035.58
523,1287,14,1,385.36
524,1287,37,2,5825.58
525,1288,18,1,5509.03
526,1288,2,1,383.19
527,1288,22,1,3026.6
528,1288,25,2,2099.85
529,1289,3,1,2677.37
530,1290,24,1,2185.57
531,1290,29,1,4741.92
532,1290,20,3,3574.18
533,1291,31,3,5679.38
534,1292,31,2,5679.38
535,1293,10,1,5712.1
536,1293,7,2,5777.18
537,1293,34,2,2810.73
538,1294,3,1,2677.37
539,1295,30,2,1836.07
540,1296,20,2,3574.18
541,1296,2,1,383.19
542,1296,37,1,5825.58
543,1297,43,1,2567.5
544,1297,8,1,5040.36
545,1297,18,1,5509.03
546,1298,21,1,3863.49
547,1299,37,1,5825.58
548,1299,16,1,2902.43
549,1299,11,1,5997.5
550,1300,7,1,5777.18
551,1300,25,1,2099.85
552,1301,45,1,2266.41
553,1301,29,2,4320.46
554,1302,30,1,1836.07
555,1302,37,3,5825.58
556,1303,44,2,1247.36
557,1303,42,1,3324.17
558,1304,40,1,5930.5
559,1304,17,1,3961.33
560,1304,24,2,2185.57
561,1305,31,1,5679.38
562,1306,19,1,1211.71
563,1306,23,1,683.77
564,1306,39,1,3160.39
565,1307,20,1,3574.18
566,1308,40,1,5930.5
567,1309,5,1,1614.65
568,1309,22,1,3026.6
569,1310,22,1,3026.6
570,1310,35,1,1989.93
571,1311,32,1,2858.01
572,1311,8,2,5040.36
573,1312,5,2,1614.65
574,1312,39,1,3160.39
575,1312,7,1,5777.18
576,1312,44,2,1247.36
577,1313,41,1,3257.85
578,1313,1,1,620.58
579,1313,10,1,5712.1
580,1313,43,1,2567.5
581,1314,28,2,2079.35
582,1315,38,1,2514.42
583,1315,1,1,620.58
584,1315,40,1,5930.5
585,1315,33,2,3368.07
586,1316,19,2,1211.71
587,1317,26,1,4070.28
588,1317,41,1,3338.94
589,1318,13,1,1726.64
590,1318,36,2,2041.15
591,1319,43,1,2567.5
592,1319,9,2,3514.91
593,1319,1,3,620.58
594,1319,5,1,1614.65
595,1320,45,1,2266.41
596,1320,39,1,3160.39
597,1320,28,1,2079.35
598,1321,1,1,620.58
599,1322,33,1,3368.07
600,1323,3,1,2677.37
601,1323,37,1,5825.58
602,1324,34,-1,2810.73
603,1325,30,1,1836.07
604,1325,34,1,2810.73
605,1325,6,1,684.26
606,1326,35,1,1989.93
607,1326,38,1,2514.42
608,1327,33,1,3368.07
609,1327,31,1,5679.38
610,1328,11,1,5997.5
611,1329,37,1,5825.58
612,1329,17,1,3961.33
613,1330,40,1,5930.5
614,1330,2,2,383.19
615,1330,19,1,1211.71
616,1330,32,2,233.09
617,1331,38,2,2514.42
618,1332,12,1,4082.85
619,1333,34,1,2810.73
620,1333,3,1,2677.37
621,1334,32,2,2565.75
622,1335,41,1,4446.01
623,1335,11,1,5997.5
624,1336,11,1,5997.5
625,1337,35,1,1989.93
626,1337,15,1,4574.17
627,1338,1,1,620.58
628,1338,19,1,1211.71
629,1338,29,1,3258.07
630,1339,40,1,5930.5
631,1339,42,1,3324.17
632,1339,18,1,5509.03
633,1340,44,2,1247.36
634,1340,38,1,2514.42
635,1341,1,1,620.58
636,1342,7,1,5777.18
637,1343,19,1,1211.71
638,1344,4,1,2035.58
639,1344,39,3,3160.39
640,1345,8,2,5040.36
641,1345,6,1,684.26
642,1346,12,1,4082.85
643,1346,8,1,5040.36
644,1347,18,1,5509.03
645,1347,28,2,2079.35
646,1348,18,1,5509.03
647,1348,4,1,2035.58
648,1348,25,1,2099.85
649,1349,13,1,1726.64
650,1349,40,1,5930.5
651,1349,26,1,4070.28
652,1349,12,1,4082.85
653,1350,5,1,1614.65
654,1351,32,1,3895.96
655,1352,18,2,5509.03
656,1352,10,1,5712.1
657,1353,32,2,4718.48
658,1353,31,1,
659,1353,28,3,2079.35
660,1353,26,1,4070.28
661,1354,23,1,683.77
662,1354,22,3,3026.6
663,1354,44,1,1247.36
664,1354,20,1,3574.18
665,1355,42,1,3324.17
666,1355,13,1,1726.64
667,1355,12,1,4082.85
668,1356,32,2,2712.2
669,1356,6,1,
670,1357,16,2,2902.43
671,1357,32,1,5794.98
672,1357,25,3,
673,1357,5,1,1614.65
674,1358,26,1,4070.28
675,1358,8,1,5040.36
676,1359,35,1,1989.93
677,1359,10,2,5712.1
678,1359,38,1,2514.42
679,1360,16,1,
680,1360,45,1,2266.41
681,1361,7,1,5777.18
682,1361,30,2,1836.07
683,1361,40,1,5930.5
684,1362,13,1,1726.64
685,1363,44,3,1247.36
686,1363,26,1,4070.28
687,1363,21,2,3863.49
688,1363,8,1,5040.36
689,1364,10,2,5712.1
690,1365,11,1,5997.5
691,1366,7,2,5777.18
692,1367,11,1,5997.5
693,1368,12,3,4082.85
694,1369,19,1,1211.71
695,1369,27,1,5167.74
696,1370,18,1,5509.03
697,1371,40,1,5930.5
698,1371,45,3,2266.41
699,1371,3,2,2677.37
700,1371,39,1,3160.39
701,1372,34,3,2810.73
702,1373,35,1,1989.93
703,1373,33,1,3368.07
704,1373,15,1,4574.17
705,1374,31,1,5679.38
706,1374,32,1,2280.53
707,1374,12,1,4082.85
708,1375,30,2,1836.07
709,1375,3,1,2677.37
710,1375,7,1,5777.18
711,1376,29,1,4520.46
712,1376,38,1,2514.42
713,1376,21,1,3863.49
714,1377,13,1,1726.64
715,1378,32,2,997.91
716,1378,4,1,2035.58
717,1379,13,1,1726.64
718,1380,9,1,3514.91
719,1381,8,2,5040.36
720,1382,22,1,3026.6
721,1383,41,3,5447.63
722,1384,15,1,4574.17
723,1384,6,2,684.26
724,1385,30,1,1836.07
725,1385,18,2,5509.03
726,1386,15,2,4574.17
727,1387,37,2,5825.58
728,1388,31,2,5679.38
729,1389,26,1,4070.28
730,1390,29,1,4555.51
731,1390,32,1,1425.34
732,1390,16,1,2902.43
733,1391,43,1,2567.5
734,1392,38,1,2514.42
735,1392,2,2,383.19
736,1392,30,2,1836.07
737,1393,1,1,620.58
738,1393,41,1,341.38
739,1394,40,1,5930.5
740,1395,6,2,684.26
741,1395,40,3,5930.5
742,1395,22,2,3026.6
743,1396,40,1,5930.5
744,1397,5,2,1614.65
745,1397,36,-1,2041.15
746,1398,31,2,5679.38
747,1399,45,1,2266.41
748,1399,14,1,385.36
749,1399,15,1,4574.17
750,1400,33,2,3368.07
751,1400,34,1,2810.73
752,1401,29,2,5680.39
753,1401,40,3,5930.5
754,1401,24,2,2185.57
755,1402,12,1,4082.85
756,1403,18,1,5509.03
757,1404,14,1,385.36
758,1405,44,1,1247.36
759,1406,29,2,275.67
760,1407,15,2,4574.17
761,1408,38,1,2514.42
762,1409,38,1,2514.42
763,1410,30,1,1836.07
764,1410,20,1,3574.18
765,1411,24,3,2185.57
766,1412,23,1,683.77
767,1413,11,1,5997.5
768,1413,35,2,1989.93
769,1414,10,1,5712.1
770,1414,11,1,5997.5
771,1415,12,1,4082.85
772,1416,23,1,683.77
773,1416,10,1,5712.1
774,1417,26,3,4070.28
775,1417,32,3,3344.95
776,1417,10,1,5712.1
777,1417,30,2,1836.07
778,1418,37,2,5825.58
779,1418,43,3,2567.5
780,1418,10,1,5712.1
781,1419,44,1,1247.36
782,1420,15,1,4574.17
783,1421,42,1,3324.17
784,1422,18,1,5509.03
785,1422,13,1,1726.64
786,1422,2,3,383.19
787,1423,39,3,3160.39
788,1423,33,1,3368.07
789,1424,24,1,2185.57
790,1424,25,3,2099.85
791,1424,1,1,620.58
792,1425,27,2,5167.74
793,1426,28,2,2079.35
794,1426,27,1,5167.74
795,1426,9,-1,3514.91
796,1427,38,2,2514.42
797,1428,18,1,5509.03
798,1429,9,1,3514.91
799,1429,13,1,1726.64
800,1430,38,1,2514.42
801,1430,20,1,
802,1430,32,1,5742.76
803,1431,42,2,3324.17
804,1431,43,1,2567.5
805,1432,8,2,5040.36
806,1433,39,1,3160.39
807,1433,24,1,2185.57
808,1433,38,1,2514.42
809,1433,31,1,5679.38
810,1434,11,1,5997.5
811,1434,38,1,2514.42
812,1434,4,1,2035.58
813,1435,23,1,683.77
814,1435,4,3,2035.58
815,1436,12,2,4082.85
816,1436,7,2,5777.18
817,1436,39,1,3160.39
818,1437,45,1,2266.41
819,1437,24,2,
820,1438,24,1,2185.57
821,1438,32,1,1424.58
822,1439,36,2,2041.15
823,1439,40,1,5930.5
824,1439,45,2,2266.41
825,1440,5,2,1614.65
826,1440,8,1,5040.36
827,1441,29,2,3646.24
828,1442,20,1,3574.18
829,1443,45,1,2266.41
830,1444,9,-1,3514.91
831,1445,8,2,5040.36
832,1445,5,1,1614.65
833,1445,2,2,383.19
834,1446,8,3,5040.36
835,1447,1,2,620.58
836,1448,14,1,
837,1448,38,1,2514.42
838,1448,13,1,1726.64
839,1448,12,1,4082.85
840,1449,40,1,5930.5
841,1449,16,1,
842,1449,33,1,3368.07
843,1450,35,1,1989.93
844,1451,33,1,3368.07
845,1451,31,3,5679.38
846,1451,24,1,2185.57
847,1451,45,1,2266.41
848,1452,21,1,3863.49
849,1453,24,2,2185.57
850,1454,21,1,3863.49
851,1455,20,3,3574.18
852,1455,44,1,1247.36
853,1456,13,3,1726.64
854,1456,5,1,1614.65
855,1456,31,1,5679.38
856,1457,44,1,1247.36
857,1457,6,1,684.26
858,1458,11,1,5997.5
859,1458,5,1,1614.65
860,1459,15,2,4574.17
861,1460,38,1,2514.42
862,1461,26,1,4070.28
863,1461,23,-1,683.77
864,1461,31,1,5679.38
865,1462,32,1,3825.97
866,1463,4,2,2035.58
867,1464,12,1,4082.85
868,1465,40,1,5930.5
869,1466,34,2,2810.73
870,1466,32,1,3017.96
871,1467,35,1,1989.93
872,1468,28,2,2079.35
873,1469,25,1,2099.85
874,1469,29,1,5183.11
875,1470,32,1,4336.98
876,1470,28,1,2079.35
877,1471,44,1,1247.36
878,1471,35,2,1989.93
879,1472,32,1,2360.12
880,1473,19,1,1211.71
881,1473,21,2,3863.49
882,1473,4,2,
883,1474,22,1,3026.6
884,1474,25,1,2099.85
885,1474,7,1,5777.18
886,1475,6,3,684.26
887,1476,22,1,3026.6
888,1477,43,2,2567.5
889,1478,18,1,5509.03
890,1478,2,1,383.19
891,1478,45,1,2266.41
892,1478,31,1,5679.38
893,1479,33,2,3368.07
894,1480,20,1,3574.18
895,1481,5,1,1614.65
896,1481,35,1,1989.93
897,1482,40,1,5930.5
898,1482,6,1,684.26
899,1482,38,1,2514.42
900,1483,42,2,3324.17
901,1483,20,1,3574.18
902,1483,33,1,3368.07
903,1484,36,2,2041.15
904,1484,12,1,4082.85
905,1485,43,1,2567.5
906,1485,30,2,1836.07
907,1486,37,1,5825.58
908,1486,41,1,4516.64
909,1486,4,2,2035.58
910,1486,34,2,2810.73
911,1487,27,2,5167.74
912,1487,18,1,5509.03
913,1488,8,1,
914,1489,20,1,3574.18
915,1489,30,1,1836.07
916,1489,32,1,948.12
917,1490,43,1,2567.5
918,1490,36,2,2041.15
919,1490,12,1,4082.85
920,1491,20,2,3574.18
921,1492,24,1,2185.57
922,1493,9,1,3514.91
923,1494,8,1,5040.36
924,1494,34,2,2810.73
925,1495,6,1,684.26
926,1495,16,1,2902.43
927,1496,16,1,2902.43
928,1496,28,1,2079.35
929,1497,38,1,2514.42
930,1498,8,1,5040.36
931,1498,21,1,3863.49
932,1499,10,2,5712.1
933,1499,24,1,2185.57
934,1499,31,1,5679.38
935,1500,4,3,2035.58
936,1500,45,1,2266.41
937,1501,45,3,2266.41
938,1501,24,1,2185.57
939,1502,1,3,620.58
940,1503,17,1,3961.33
941,1503,20,1,3574.18
942,1503,6,1,684.26
943,1503,16,1,2902.43
944,1504,6,2,684.26
945,1505,27,2,5167.74
946,1505,22,2,3026.6
947,1506,33,1,3368.07
948,1506,5,2,1614.65
949,1507,2,1,383.19
950,1507,4,1,2035.58
951,1508,13,1,1726.64
952,1509,11,1,5997.5
953,1510,42,1,3324.17
954,1510,9,1,3514.91
955,1510,39,2,3160.39
956,1511,21,1,3863.49
957,1511,19,1,1211.71
958,1512,37,1,5825.58
959,1512,15,3,4574.17
960,1512,2,1,383.19
961,1512,36,1,2041.15
962,1513,17,1,3961.33
963,1514,37,1,5825.58
964,1515,30,2,1836.07
965,1516,14,1,385.36
966,1517,19,1,1211.71
967,1517,32,1,5971.96
968,1517,25,1,2099.85
969,1518,10,1,5712.1
970,1519,29,3,2312.38
971,1520,1,1,620.58
972,1520,31,1,5679.38
